37945278,37945280,50
37945280,5434407037,50
5434407037,5927687824,50
5927687824,37945282,50
37945282,5927687823,50
5927687823,37945284,50
37945284,5927687823,58
5927687823,37945282,58
37945282,5927687824,58
5927687824,5434407037,58
5434407037,37945280,58
37945280,37945278,58
37945287,37945288,64
37945288,37945290,64
37945290,37945292,64
37945292,5927687789,64
5927687789,37945294,64
37945294,5927687793,36
5927687793,37945296,36
37945296,5927687796,36
5927687796,37945299,36
37945299,5927687796,47
5927687796,37945296,47
37945296,5927687793,47
5927687793,37945294,47
37945294,5927687789,47
5927687789,37945292,47
37945292,37945290,47
37945290,37945288,47
37945288,37945287,47
37945728,5429888624,48
5429888624,37945730,48
37945730,37945732,48
37945732,37945730,43
37945730,5429888624,43
5429888624,37945728,43
37946079,37946081,54
37946081,37946085,54
37946085,37946087,54
37946087,37946089,54
37946089,37946091,54
37946091,37946094,54
37946094,37946096,54
37946096,37946104,54
37946104,37946109,54
37946109,37946111,54
37946111,37946113,54
37946113,37946115,54
37946115,37946117,54
37946117,37946120,58
37946120,37946121,58
37946121,37946122,58
37946122,37946124,58
37946124,37946125,58
37946125,37946127,58
37946127,37946130,58
37946130,37946132,58
37946132,37946134,58
37946134,37946136,58
37946136,37946138,58
37946138,37946142,58
37946142,37946144,58
37946144,37946146,58
37946146,37946148,58
37946148,37946150,58
37946150,37946152,58
37946152,37946153,58
37946153,37946154,58
37946154,37946156,58
37946156,37946158,58
37946158,37946160,58
37946160,37946162,52
37946162,3903309925,52
3903309925,37946164,52
37946164,37946166,52
37946166,37946168,52
37946168,37946170,52
37946170,37946171,52
37946171,37946172,52
37946172,37946174,52
37946174,37946176,52
37946176,37946178,52
37946178,37946180,52
37946180,37946182,52
37946182,3903314905,52
3903314905,37946184,52
37946184,37946185,52
37946185,37946186,52
37946186,3903314907,52
3903314907,3903314908,52
3903314908,37946187,52
37946187,37946188,52
37946188,37946190,52
37946190,37946188,54
37946188,37946187,54
37946187,3903314908,54
3903314908,3903314907,54
3903314907,37946186,54
37946186,37946185,54
37946185,37946184,54
37946184,3903314905,54
3903314905,37946182,54
37946182,37946180,54
37946180,37946178,54
37946178,37946176,54
37946176,37946174,54
37946174,37946172,54
37946172,37946171,54
37946171,37946170,54
37946170,37946168,54
37946168,37946166,54
37946166,37946164,54
37946164,3903309925,54
3903309925,37946162,54
37946162,37946160,54
37946160,37946158,54
37946158,37946156,54
37946156,37946154,54
37946154,37946153,54
37946153,37946152,54
37946152,37946150,54
37946150,37946148,54
37946148,37946146,54
37946146,37946144,54
37946144,37946142,54
37946142,37946138,54
37946138,37946136,56
37946136,37946134,56
37946134,37946132,56
37946132,37946130,56
37946130,37946127,56
37946127,37946125,56
37946125,37946124,56
37946124,37946122,56
37946122,37946121,56
37946121,37946120,56
37946120,37946117,56
37946117,37946115,64
37946115,37946113,64
37946113,37946111,64
37946111,37946109,64
37946109,37946104,64
37946104,37946096,64
37946096,37946094,64
37946094,37946091,64
37946091,37946089,64
37946089,37946087,64
37946087,37946085,64
37946085,37946081,64
37946081,37946079,64
37946117,37946209,33
37946209,387669332,33
387669332,37946209,54
37946209,37946117,54
37946253,37946254,34
37946254,5428066037,34
5428066037,5099745041,34
5099745041,5099745040,34
5099745040,37946255,34
37946255,5428066035,34
5428066035,5428066033,34
5428066033,37946257,34
37946257,37946259,34
37946259,5428059313,34
5428059313,37946261,34
37946261,37946263,25
37946263,37946265,25
37946265,37946267,25
37946267,37946268,25
37946268,37946269,25
37946269,37946268,27
37946268,37946267,27
37946267,37946265,27
37946265,37946263,27
37946263,37946261,27
37946261,5428059313,28
5428059313,37946259,28
37946259,37946257,28
37946257,5428066033,28
5428066033,5428066035,28
5428066035,37946255,28
37946255,5099745040,28
5099745040,5099745041,28
5099745041,5428066037,33
5428066037,37946254,33
37946254,37946253,33
37946285,37946291,29
37946291,37946293,29
37946293,5427855514,29
5427855514,37946295,29
37946295,37946297,29
37946297,37946300,29
37946300,37946302,25
37946302,37946304,25
37946304,5428059318,25
5428059318,5428059320,25
5428059320,37946307,25
37946307,37946308,25
37946308,37946310,25
37946310,37946312,25
37946312,5438365985,25
5438365985,37946314,25
37946314,5438365985,28
5438365985,37946312,28
37946312,37946310,28
37946310,37946308,28
37946308,37946307,28
37946307,5428059320,25
5428059320,5428059318,25
5428059318,37946304,25
37946304,37946302,25
37946302,37946300,25
37946300,37946297,25
37946297,37946295,25
37946295,5427855514,25
5427855514,37946293,29
37946293,37946291,29
37946291,37946285,29
37947100,37947101,38
37947101,37947102,38
37947102,37947101,30
37947101,37947100,30
37947969,5729253312,33
5729253312,5908453852,33
5908453852,2382919591,33
2382919591,37947971,33
37947971,37947972,33
37947972,37947973,33
37947973,37947974,33
37947974,37947975,33
37947975,37947976,33
37947976,37947977,33
37947977,5921504691,33
5921504691,5909053112,33
5909053112,37947979,33
37947979,5908453851,33
5908453851,5729253303,33
5729253303,37947982,33
37947982,5729253303,32
5729253303,5908453851,32
5908453851,37947979,32
37947979,5909053112,32
5909053112,5921504691,32
5921504691,37947977,32
37947977,37947976,32
37947976,37947975,32
37947975,37947974,32
37947974,37947973,32
37947973,37947972,32
37947972,37947971,32
37947971,2382919591,32
2382919591,5908453852,32
5908453852,5729253312,32
5729253312,37947969,32
37947988,37947989,34
37947989,37947990,34
37947990,37947991,34
37947991,37947992,34
37947992,37947993,34
37947993,37947994,34
37947994,37947995,34
37947995,37947996,33
37947996,37947997,33
37947997,37947998,33
37947998,37947997,36
37947997,37947996,36
37947996,37947995,36
37947995,37947994,36
37947994,37947993,36
37947993,37947992,38
37947992,37947991,38
37947991,37947990,38
37947990,37947989,38
37947989,37947988,38
37946190,3893164488,72
3893164488,3903314918,72
3903314918,3903314921,72
3903314921,37948560,72
37948560,3903314923,72
3903314923,3903314925,72
3903314925,1520525500,72
1520525500,3903314927,72
3903314927,3903309940,72
3903309940,1520525635,72
1520525635,37948562,72
37948562,1520525635,72
1520525635,3903309940,72
3903309940,3903314927,72
3903314927,1520525500,72
1520525500,3903314925,72
3903314925,3903314923,72
3903314923,37948560,72
37948560,3903314921,72
3903314921,3903314918,72
3903314918,3893164488,72
3893164488,37946190,72
37949846,37949847,71
37949847,37949849,71
37949849,37949850,71
37949850,37949851,71
37949851,37949850,72
37949850,37949849,72
37949849,37949847,72
37949847,37949846,72
37949854,37949855,71
37949855,37949847,71
37949847,37949855,72
37949855,37949854,72
37949974,37949975,72
37949975,37949977,72
37949977,37949978,72
37949978,37949979,72
37949979,37949981,72
37949981,37949983,72
37949983,37949985,72
37949985,37949986,72
37949986,37949987,72
37949987,37949988,72
37949988,37949990,72
37949990,37949974,72
37949974,37949990,33
37949990,37949988,33
37949988,37949987,33
37949987,37949986,33
37949986,37949985,33
37949985,37949983,33
37949983,37949981,33
37949981,37949979,33
37949979,37949978,33
37949978,37949977,33
37949977,37949975,33
37949975,37949974,33
37949994,37949996,56
37949996,37949998,56
37949998,37950000,56
37950000,37950002,56
37950002,37950004,56
37950004,37950006,56
37950006,37950008,56
37950008,37950010,56
37950010,37950011,56
37950011,37950012,56
37950012,37950013,56
37950013,37950015,56
37950015,37949994,56
37949994,37950015,72
37950015,37950013,72
37950013,37950012,72
37950012,37950011,72
37950011,37950010,72
37950010,37950008,72
37950008,37950006,72
37950006,37950004,72
37950004,37950002,72
37950002,37950000,72
37950000,37949998,72
37949998,37949996,72
37949996,37949994,72
37951891,37951892,46
37951892,37951893,46
37951893,37951969,46
37951969,37951971,46
37951971,37951972,46
37951972,37951973,46
37951973,37951976,46
37951976,37951978,46
37951978,37951980,46
37951980,37951983,46
37951983,37951984,46
37951984,37951985,46
37951985,37951987,46
37951987,37951989,46
37951989,37951991,46
37951991,37951993,46
37951993,37951994,46
37951994,37951996,46
37951996,37951998,46
37951998,37951999,46
37951999,37952000,46
37952000,37952001,68
37952001,37952002,68
37952002,37952006,68
37952006,37951891,68
37951891,37952007,68
37952007,37952009,68
37952009,37952011,68
37952011,37952009,49
37952009,37952007,49
37952007,37951891,49
37951891,37952006,49
37952006,37952002,49
37952002,37952001,49
37952001,37952000,49
37952000,37951999,49
37951999,37951998,49
37951998,37951996,49
37951996,37951994,49
37951994,37951993,49
37951993,37951991,49
37951991,37951989,49
37951989,37951987,49
37951987,37951985,49
37951985,37951984,49
37951984,37951983,49
37951983,37951980,49
37951980,37951978,49
37951978,37951976,49
37951976,37951973,49
37951973,37951972,49
37951972,37951971,49
37951971,37951969,68
37951969,37951893,68
37951893,37951892,68
37951892,37951891,68
37952078,37952080,73
37952080,37949996,73
37949996,37952080,70
37952080,37952078,70
37952141,37952144,41
37952144,37952146,41
37952146,37952148,41
37952148,37952150,41
37952150,37952152,41
37952152,37952153,41
37952153,37952152,39
37952152,37952150,39
37952150,37952148,39
37952148,37952146,39
37952146,37952144,39
37952144,37952141,39
37952271,387669603,50
387669603,1524131841,50
1524131841,1524132036,50
1524132036,1524131843,50
1524131843,1524131864,50
1524131864,1524131817,50
1524131817,387669371,50
387669371,37952274,50
37952274,387669371,37
387669371,1524131817,37
1524131817,1524131864,37
1524131864,1524131843,37
1524131843,1524132036,37
1524132036,1524131841,37
1524131841,387669603,37
387669603,37952271,37
37952425,37952424,61
37952424,37952423,61
37952423,37952422,61
37952422,37952421,61
37952421,37952419,61
37952419,37952417,61
37952417,37952415,61
37952415,37952413,61
37952413,37952411,61
37952411,37952410,61
37952410,37952407,61
37952407,37952406,61
37952406,37952404,61
37952404,37952402,61
37952402,37952401,61
37952401,37952399,61
37952399,37952401,34
37952401,37952402,34
37952402,37952404,34
37952404,37952406,34
37952406,37952407,34
37952407,37952410,34
37952410,37952411,34
37952411,37952413,34
37952413,37952415,34
37952415,37952417,34
37952417,37952419,34
37952419,37952421,34
37952421,37952422,34
37952422,37952423,34
37952423,37952424,34
37952424,37952425,34
37952597,37952605,61
37952605,37952597,32
37953824,37953825,43
37953825,37953828,43
37953828,37953830,43
37953830,37953831,43
37953831,37953832,43
37953832,37953833,43
37953833,37953834,43
37953834,37953835,43
37953835,37953837,43
37953837,37953840,43
37953840,37953841,43
37953841,387669093,43
387669093,37953845,53
37953845,37953847,53
37953847,37953848,53
37953848,37953849,53
37953849,37953850,53
37953850,37953852,66
37953852,37953854,66
37953854,37953852,55
37953852,37953850,55
37953850,37953849,55
37953849,37953848,55
37953848,37953847,55
37953847,37953845,50
37953845,387669093,50
387669093,37953841,50
37953841,37953840,50
37953840,37953837,50
37953837,37953835,50
37953835,37953834,50
37953834,37953833,37
37953833,37953832,37
37953832,37953831,37
37953831,37953830,37
37953830,37953828,37
37953828,37953825,37
37953825,37953824,37
37953869,6067596904,45
6067596904,37953870,45
37953870,6067596936,45
6067596936,37953872,45
37953872,37953874,45
37953874,37953877,45
37953877,37953879,45
37953879,37953880,45
37953880,37953881,45
37953881,37953883,54
37953883,37953884,54
37953884,37953886,54
37953886,37953888,54
37953888,37953886,57
37953886,37953884,57
37953884,37953883,57
37953883,37953881,57
37953881,37953880,57
37953880,37953879,57
37953879,37953877,57
37953877,37953874,57
37953874,37953872,42
37953872,6067596936,42
6067596936,37953870,42
37953870,6067596904,42
6067596904,37953869,42
37953891,37953892,51
37953892,37953895,51
37953895,37953896,51
37953896,37953899,51
37953899,37953900,51
37953900,37953902,51
37953902,37953904,52
37953904,37953905,52
37953905,37953907,52
37953907,37953909,52
37953909,37953910,52
37953910,37953913,52
37953913,37953914,52
37953914,5738660028,47
5738660028,37953917,47
37953917,37953918,47
37953918,5738660029,47
5738660029,37953920,47
37953920,5738660029,53
5738660029,37953918,53
37953918,37953917,53
37953917,5738660028,53
5738660028,37953914,53
37953914,37953913,53
37953913,37953910,53
37953910,37953909,55
37953909,37953907,55
37953907,37953905,55
37953905,37953904,55
37953904,37953902,55
37953902,37953900,53
37953900,37953899,53
37953899,37953896,53
37953896,37953895,53
37953895,37953892,53
37953892,37953891,53
37953924,37953925,52
37953925,37953927,52
37953927,37953929,52
37953929,37953931,52
37953931,37953933,52
37953933,37953936,52
37953936,37953937,52
37953937,37953939,52
37953939,37953941,52
37953941,37953943,52
37953943,37953924,52
37953924,37953943,32
37953943,37953941,32
37953941,37953939,32
37953939,37953937,32
37953937,37953936,32
37953936,37953933,32
37953933,37953931,32
37953931,37953929,32
37953929,37953927,32
37953927,37953925,32
37953925,37953924,32
37953950,37953951,54
37953951,37953952,54
37953952,37953954,54
37953954,37953956,54
37953956,37953958,54
37953958,37953960,54
37953960,37953962,54
37953962,37953964,54
37953964,37953966,54
37953966,37953968,54
37953968,37953950,54
37953950,37953968,31
37953968,37953966,31
37953966,37953964,31
37953964,37953962,31
37953962,37953960,31
37953960,37953958,31
37953958,37953956,31
37953956,37953954,31
37953954,37953952,31
37953952,37953951,31
37953951,37953950,31
1524131833,2280221275,72
2280221275,2280221270,72
2280221270,2280221201,72
2280221201,2280221284,72
2280221284,2280221327,72
2280221327,2280221342,72
2280221342,2280221488,72
2280221488,2280221223,72
2280221223,2280221446,72
2280221446,2280221197,72
2280221197,2280221191,72
2280221191,2280221459,72
2280221459,2280221298,72
2280221298,2280221265,72
2280221265,2280221399,72
2280221399,2280221443,72
2280221443,2443645305,72
2443645305,2280221280,72
2280221280,2280221444,72
2280221444,2280221515,72
2280221515,2280221503,72
2280221503,2280221497,72
2280221497,2280221442,72
2280221442,2280221249,72
2280221249,2521803257,48
2521803257,37954355,48
37954355,1520525448,48
1520525448,37954356,48
37954356,37954358,48
37954358,37954356,41
37954356,1520525448,41
1520525448,37954355,41
37954355,2521803257,41
2521803257,2280221249,41
2280221249,2280221442,41
2280221442,2280221497,41
2280221497,2280221503,41
2280221503,2280221515,41
2280221515,2280221444,41
2280221444,2280221280,71
2280221280,2443645305,71
2443645305,2280221443,71
2280221443,2280221399,71
2280221399,2280221265,71
2280221265,2280221298,71
2280221298,2280221459,71
2280221459,2280221191,71
2280221191,2280221197,71
2280221197,2280221446,71
2280221446,2280221223,71
2280221223,2280221488,71
2280221488,2280221342,72
2280221342,2280221327,72
2280221327,2280221284,72
2280221284,2280221201,72
2280221201,2280221270,72
2280221270,2280221275,72
2280221275,1524131833,72
37954369,37954370,71
37954370,4587885113,71
4587885113,37954372,71
37954372,37954375,71
37954375,37954372,72
37954372,4587885113,72
4587885113,37954370,72
37954370,37954369,72
1524131786,2443617195,72
2443617195,2443617205,72
2443617205,2443617193,72
2443617193,2443617191,72
2443617191,2443617189,72
2443617189,2443617187,72
2443617187,2522772314,72
2522772314,1524131947,72
1524131947,2522772313,72
2522772313,2443617184,72
2443617184,2443617182,72
2443617182,2443617180,72
2443617180,2443617178,72
2443617178,2443617176,72
2443617176,37954401,72
37954401,2443617174,72
2443617174,2443617137,72
2443617137,2443617172,72
2443617172,2443617170,72
2443617170,2443617168,72
2443617168,2443617167,72
2443617167,2443617134,72
2443617134,37954358,72
37954358,2443617123,72
2443617123,2443617160,72
2443617160,2443617158,72
2443617158,2443617120,72
2443617120,37954402,72
37954402,37954404,72
37954404,37954407,72
37954407,37954409,72
37954409,37954411,72
37954411,2443617094,72
2443617094,2443645316,72
2443645316,2443617094,71
2443617094,37954411,71
37954411,37954409,71
37954409,37954407,71
37954407,37954404,71
37954404,37954402,71
37954402,2443617120,71
2443617120,2443617158,71
2443617158,2443617160,71
2443617160,2443617123,71
2443617123,37954358,71
37954358,2443617134,71
2443617134,2443617167,71
2443617167,2443617168,71
2443617168,2443617170,71
2443617170,2443617172,71
2443617172,2443617137,71
2443617137,2443617174,71
2443617174,37954401,71
37954401,2443617176,71
2443617176,2443617178,71
2443617178,2443617180,71
2443617180,2443617182,71
2443617182,2443617184,71
2443617184,2522772313,71
2522772313,1524131947,71
1524131947,2522772314,71
2522772314,2443617187,71
2443617187,2443617189,71
2443617189,2443617191,71
2443617191,2443617193,71
2443617193,2443617205,71
2443617205,2443617195,71
2443617195,1524131786,71
37954630,5506752427,71
5506752427,37949975,71
37949975,5506752427,71
5506752427,37954630,71
1524191925,37954730,45
37954730,5738622272,45
5738622272,37954732,45
37954732,37954734,45
37954734,37954736,45
37954736,37954738,45
37954738,37954740,45
37954740,37954742,54
37954742,37954744,54
37954744,37954746,54
37954746,37954744,49
37954744,37954742,49
37954742,37954740,49
37954740,37954738,49
37954738,37954736,49
37954736,37954734,49
37954734,37954732,53
37954732,5738622272,53
5738622272,37954730,53
37954730,1524191925,53
37954751,5817937127,40
5817937127,37954754,40
37954754,5817937139,40
5817937139,5817937123,40
5817937123,37954756,40
37954756,6139818080,40
6139818080,37954758,40
37954758,6139818285,40
6139818285,37954760,40
37954760,6139818292,26
6139818292,37954762,26
37954762,6139818297,26
6139818297,37954764,26
37954764,5507095889,26
5507095889,37954766,26
37954766,37954767,33
37954767,37954769,33
37954769,37954772,33
37954772,387669120,33
387669120,37954772,35
37954772,37954769,35
37954769,37954767,35
37954767,37954766,35
37954766,5507095889,35
5507095889,37954764,29
37954764,6139818297,29
6139818297,37954762,29
37954762,6139818292,29
6139818292,37954760,29
37954760,6139818285,32
6139818285,37954758,32
37954758,6139818080,32
6139818080,37954756,32
37954756,5817937123,32
5817937123,5817937139,32
5817937139,37954754,32
37954754,5817937127,32
5817937127,37954751,30
37955055,37955057,40
37955057,37955058,40
37955058,2914650973,40
2914650973,37955058,32
37955058,37955057,32
37955057,37955055,32
37955130,37955131,54
37955131,37955133,54
37955133,37955135,54
37955135,37955138,54
37955138,37955140,54
37955140,37955142,54
37955142,37955143,54
37955143,5506752385,54
5506752385,37955146,54
37955146,37955148,54
37955148,37955146,43
37955146,5506752385,43
5506752385,37955143,43
37955143,37955142,43
37955142,37955140,43
37955140,37955138,43
37955138,37955135,43
37955135,37955133,43
37955133,37955131,43
37955131,37955130,43
37956001,37956002,51
37956002,37956003,51
37956003,37956005,51
37956005,37956008,51
37956008,37956009,50
37956009,37956010,50
37956010,37956013,50
37956013,37956014,50
37956014,37956013,56
37956013,37956010,56
37956010,37956009,56
37956009,37956008,56
37956008,37956005,56
37956005,37956003,56
37956003,37956002,56
37956002,37956001,56
37956748,37956752,45
37956752,37956748,34
37956761,37949846,66
37949846,37956762,66
37956762,37956763,66
37956763,37956765,66
37956765,37956767,66
37956767,37956769,66
37956769,37956770,66
37956770,37956772,66
37956772,37956774,66
37956774,37956776,66
37956776,37956778,66
37956778,37956779,66
37956779,37956761,66
37956761,37956779,72
37956779,37956778,72
37956778,37956776,72
37956776,37956774,72
37956774,37956772,72
37956772,37956770,72
37956770,37956769,72
37956769,37956767,72
37956767,37956765,72
37956765,37956763,72
37956763,37956762,72
37956762,37949846,72
37949846,37956761,72
37958076,37948743,72
37948743,37958078,72
37958078,37958081,72
37958081,37958084,72
37958084,37958086,72
37958086,37958088,72
37958088,37958090,72
37958090,37958094,72
37958094,37958096,72
37958096,37958099,72
37958099,37958102,72
37958102,37958104,72
37958104,37958107,72
37958107,37958076,72
37958076,37958107,72
37958107,37958104,72
37958104,37958102,72
37958102,37958099,72
37958099,37958096,72
37958096,37958094,72
37958094,37958090,72
37958090,37958088,72
37958088,37958086,72
37958086,37958084,72
37958084,37958081,72
37958081,37958078,72
37958078,37948743,72
37948743,37958076,72
37958433,37958435,38
37958435,37958437,38
37958437,37958439,38
37958439,5743494724,38
5743494724,37958441,38
37958441,37958443,38
37958443,37958445,38
37958445,37958447,38
37958447,37958449,38
37958449,37954369,38
37954369,37958451,38
37958451,37954369,72
37954369,37958449,72
37958449,37958447,72
37958447,37958445,72
37958445,37958443,72
37958443,37958441,72
37958441,5743494724,72
5743494724,37958439,72
37958439,37958437,72
37958437,37958435,72
37958435,37958433,72
37959068,37959066,52
37959066,37959064,52
37959064,37959063,52
37959063,37959064,30
37959064,37959066,30
37959066,37959068,30
37959214,2375248796,41
2375248796,37959216,41
37959216,1557362876,41
1557362876,37959220,41
37959220,1557362876,41
1557362876,37959216,41
37959216,2375248796,41
2375248796,37959214,41
37952078,37959983,71
37959983,37959986,71
37959986,37959988,71
37959988,37959990,71
37959990,37949851,71
37949851,37959993,71
37959993,37959995,71
37959995,37959996,71
37959996,37959998,71
37959998,37949854,71
37949854,37960001,71
37960001,37960003,71
37960003,37960001,58
37960001,37949854,58
37949854,37959998,58
37959998,37959996,58
37959996,37959995,58
37959995,37959993,58
37959993,37949851,58
37949851,37959990,58
37959990,37959988,58
37959988,37959986,58
37959986,37959983,58
37959983,37952078,58
37960500,37960503,52
37960503,37960500,46
37961379,37961380,69
37961380,37961381,69
37961381,37961382,69
37961382,37961383,69
37961383,37961385,69
37961385,37961386,69
37961386,37961388,69
37961388,37961390,69
37961390,37961392,69
37961392,37961379,69
37961379,37961392,31
37961392,37961390,31
37961390,37961388,31
37961388,37961386,31
37961386,37961385,31
37961385,37961383,31
37961383,37961382,31
37961382,37961381,31
37961381,37961380,31
37961380,37961379,31
37961892,5428059269,27
5428059269,37961894,27
37961894,5428059267,27
5428059267,37961896,27
37961896,5428059267,26
5428059267,37961894,26
37961894,5428059269,26
5428059269,37961892,26
37962008,6119772440,70
6119772440,37962008,74
37946138,37962544,33
37962544,37946138,44
37946132,37962695,40
37962695,37962697,40
37962697,37962699,40
37962699,37962701,40
37962701,37962703,40
37962703,1520525843,40
1520525843,37962707,40
37962707,1520525843,57
1520525843,37962703,57
37962703,37962701,57
37962701,37962699,57
37962699,37962697,57
37962697,37962695,57
37962695,37946132,57
38147825,1524131783,43
1524131783,1520525176,43
1520525176,1524132031,43
1524132031,1520525246,43
1520525246,1520525252,43
1520525252,37962711,43
37962711,37962712,43
37962712,37962713,43
37962713,1520525229,43
1520525229,1524131890,43
1524131890,1520525154,43
1520525154,1520525835,43
1520525835,1520525510,43
1520525510,1520525507,43
1520525507,1520525681,43
1520525681,1520525843,43
1520525843,1520525681,36
1520525681,1520525507,36
1520525507,1520525510,36
1520525510,1520525835,36
1520525835,1520525154,36
1520525154,1524131890,36
1524131890,1520525229,36
1520525229,37962713,36
37962713,37962712,36
37962712,37962711,36
37962711,1520525252,36
1520525252,1520525246,36
1520525246,1524132031,36
1524132031,1520525176,36
1520525176,1524131783,36
1524131783,38147825,36
37963301,37945732,71
37945732,37963302,71
37963302,37963304,71
37963304,37963306,71
37963306,37963308,71
37963308,37963310,71
37963310,37963312,71
37963312,37963314,71
37963314,37963315,71
37963315,37963316,71
37963316,37963301,71
37963301,37963316,71
37963316,37963315,71
37963315,37963314,71
37963314,37963312,71
37963312,37963310,71
37963310,37963308,71
37963308,37963306,71
37963306,37963304,71
37963304,37963302,71
37963302,37945732,71
37945732,37963301,71
37963385,37963386,33
37963386,37963388,33
37963388,37963386,39
37963386,37963385,39
